Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Number_Of_Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.6,low,0.05606697,Seafood,50.7982,5,small,tier_2,supermarket_type1,473.3838
12.15,low,0.029569276,Household,115.015,10,medium,tier_1,supermarket_type1,2912.875
7.42,low,0.0204332,Snack_Foods,248.9092,7,medium,tier_2,supermarket_type1,5976.2208
12.6,reg,0.055213281,Baking_Goods,172.4764,24,small,tier_1,grocery_store,687.1056
6.885,reg,0.1408005,Canned,111.4228,2,small,tier_2,supermarket_type1,2984.1156
12.6,low,0.047665717,Health_and_Hygiene,42.177,24,medium,tier_3,supermarket_type3,1255.033
20.25,low,0.059268885,Household,246.446,2,medium,tier_2,supermarket_type1,3695.19
15.3,reg,0.084937098,Canned,214.0218,7,medium,tier_2,supermarket_type1,1068.609
9.21,low,0.008778413,Fruits_and_Vegetables,122.4414,10,medium,tier_1,supermarket_type1,1583.9382
15.6,low,0.0,Snack_Foods,220.4798,0,medium,tier_3,supermarket_type2,661.1394
15.35,low,0.013834247,Frozen_Foods,62.7168,10,medium,tier_1,supermarket_type1,958.752
12.15,reg,0.132351411,Fruits_and_Vegetables,190.3872,7,medium,tier_2,supermarket_type1,2836.308
12.6,low,0.082955719,Household,164.0552,24,medium,tier_3,supermarket_type3,5523.4768
11.395,low,0.009893817,Health_and_Hygiene,50.3034,10,medium,tier_1,supermarket_type1,972.068
17.1,low,0.0,Fruits_and_Vegetables,111.9886,12,small,tier_1,supermarket_type1,3002.0922
18.85,reg,0.067940657,Dairy,119.044,5,small,tier_2,supermarket_type1,1198.44
19.6,low,0.094161662,Household,251.9698,12,small,tier_1,supermarket_type1,4566.0564
11.3,reg,0.067107448,Frozen_Foods,258.1962,2,small,tier_2,supermarket_type1,4402.9354
12.6,low,0.018321361,Frozen_Foods,255.3698,24,medium,tier_3,supermarket_type3,4819.7262
5.785,reg,0.038756864,Fruits_and_Vegetables,260.7252,12,small,tier_1,supermarket_type1,6033.4796
5.82,reg,0.077254736,Fruits_and_Vegetables,257.633,22,high,tier_3,supermarket_type1,1537.998
9.0,low,0.08630486,Snack_Foods,168.0816,0,medium,tier_3,supermarket_type2,2181.1608
12.6,reg,0.128876537,Snack_Foods,139.1838,24,medium,tier_3,supermarket_type3,4916.933
7.895,reg,0.061163967,Breakfast,59.2588,5,small,tier_2,supermarket_type1,801.6232
13.8,low,0.058220302,Dairy,247.4802,7,small,tier_2,supermarket_type1,1474.0812
5.44,low,0.025519534,Dairy,238.7538,10,medium,tier_1,supermarket_type1,3605.307
16.7,low,0.070133177,Fruits_and_Vegetables,109.8912,22,high,tier_3,supermarket_type1,873.5296
19.85,low,0.025947095,Household,46.9376,22,high,tier_3,supermarket_type1,575.2512
10.395,reg,0.091688111,Baking_Goods,49.0008,2,high,tier_2,supermarket_type1,860.2136
12.6,low,0.0,Soft_Drinks,40.5138,24,small,tier_1,grocery_store,40.6138
12.6,reg,0.165101585,Fruits_and_Vegetables,87.7882,24,small,tier_1,grocery_store,515.3292
15.1,low,0.059417055,Household,237.9248,10,medium,tier_1,supermarket_type1,2133.2232
20.5,low,0.036287517,Fruits_and_Vegetables,121.2756,0,medium,tier_3,supermarket_type2,2181.1608
15.6,low,0.037764269,Snack_Foods,124.9704,7,medium,tier_2,supermarket_type1,2253.0672
16.75,reg,0.024848788,Soft_Drinks,39.9822,5,small,tier_2,supermarket_type1,746.3618
10.85,low,0.162903525,Snack_Foods,104.9622,0,medium,tier_3,supermarket_type2,1482.0708
16.2,reg,0.016747538,Frozen_Foods,98.6726,2,medium,tier_2,supermarket_type1,1272.3438
7.72,reg,0.147904328,Fruits_and_Vegetables,116.6466,11,medium,tier_3,grocery_store,117.8466
12.6,low,0.079904068,Snack_Foods,120.044,24,medium,tier_3,supermarket_type3,4434.228
5.785,reg,0.040325274,Snack_Foods,180.466,22,high,tier_3,supermarket_type1,719.064
12.6,reg,0.06302467,Dairy,181.6318,24,medium,tier_3,supermarket_type3,1263.0226
15.2,low,0.021203509,Canned,216.3824,5,small,tier_2,supermarket_type1,6114.7072
13.1,reg,0.098765906,Frozen_Foods,196.3768,5,small,tier_2,supermarket_type1,2167.8448
6.32,low,0.012707362,Meat,41.0822,22,high,tier_3,supermarket_type1,942.7728
17.85,low,0.04442649,Snack_Foods,124.902,22,high,tier_3,supermarket_type1,1897.53
12.6,reg,0.121712459,Fruits_and_Vegetables,101.2016,24,medium,tier_3,supermarket_type3,2631.2416
13.85,low,0.030769458,Soft_Drinks,141.7154,22,high,tier_3,supermarket_type1,2978.1234
5.78,low,0.014614357,Soft_Drinks,147.3102,0,medium,tier_3,supermarket_type2,2332.9632
12.6,reg,0.076868664,Frozen_Foods,62.1194,24,small,tier_1,grocery_store,123.8388
6.885,reg,0.140292495,Canned,108.5228,7,small,tier_2,supermarket_type1,1989.4104
8.42,low,0.070555571,Household,216.0192,5,small,tier_2,supermarket_type1,2372.9112
7.63,low,0.061409711,Soft_Drinks,94.6436,2,small,tier_2,supermarket_type1,1607.2412
10.5,reg,0.066555152,Starchy_Foods,80.896,2,small,tier_2,supermarket_type1,958.752
7.575,low,0.092711708,Dairy,197.7768,11,small,tier_3,grocery_store,197.0768
13.5,reg,0.017844609,Snack_Foods,81.396,22,high,tier_3,supermarket_type1,1198.44
12.15,low,0.025916883,Starchy_Foods,120.244,7,high,tier_2,supermarket_type1,2277.036
5.405,reg,0.053611144,Canned,197.7742,5,small,tier_2,supermarket_type1,796.2968
12.6,low,0.195979015,Household,262.291,24,small,tier_1,grocery_store,525.982
7.435,low,0.122837694,Starchy_Foods,208.7638,12,small,tier_1,supermarket_type1,3105.957
4.635,low,0.141174838,Breads,127.0994,7,small,tier_2,supermarket_type1,2826.9868
8.96,reg,0.069078149,Fruits_and_Vegetables,197.7768,7,small,tier_2,supermarket_type1,3153.2288
18.35,low,0.089345074,Household,191.9504,0,medium,tier_3,supermarket_type2,5369.0112
11.65,reg,0.058822142,Baking_Goods,173.5422,10,medium,tier_1,supermarket_type1,3448.844
10.5,low,0.071368699,Frozen_Foods,121.3098,10,medium,tier_1,supermarket_type1,1446.1176
7.39,low,0.068055818,Health_and_Hygiene,140.7812,0,medium,tier_3,supermarket_type2,1567.2932
12.6,reg,0.150122794,Meat,154.5314,24,medium,tier_3,supermarket_type3,1396.1826
14.0,low,0.030094192,Fruits_and_Vegetables,215.7192,12,small,tier_1,supermarket_type1,1078.596
18.5,reg,0.076097035,Dairy,145.8102,11,small,tier_3,grocery_store,291.6204
13.65,reg,0.025973384,Snack_Foods,79.6302,7,small,tier_2,supermarket_type1,554.6114
14.15,low,0.0,Snack_Foods,244.1828,7,small,tier_2,supermarket_type1,731.0484
10.1,reg,0.053887301,Fruits_and_Vegetables,225.6088,2,small,tier_2,supermarket_type1,4250.4672
10.1,low,0.024262772,Canned,117.615,0,medium,tier_3,supermarket_type2,1514.695
13.85,low,0.034624104,Hard_Drinks,115.0492,10,medium,tier_1,supermarket_type1,4054.722
13.1,reg,0.044281996,Fruits_and_Vegetables,178.5318,7,medium,tier_2,supermarket_type1,3067.3406
18.75,low,0.052121825,Health_and_Hygiene,104.828,10,medium,tier_1,supermarket_type1,2343.616
14.0,reg,0.135662712,Frozen_Foods,52.064,22,high,tier_3,supermarket_type1,852.224
16.1,low,0.023613955,Soft_Drinks,192.8846,10,medium,tier_1,supermarket_type1,5350.3688
12.6,low,0.082152451,Canned,179.9002,24,medium,tier_3,supermarket_type3,4119.3046
12.6,reg,0.02363057,Snack_Foods,141.7154,24,small,tier_1,grocery_store,425.4462
12.35,low,0.164274416,Household,119.8124,7,small,tier_2,supermarket_type1,2133.2232
20.7,reg,0.047587685,Dairy,215.0876,7,small,tier_2,supermarket_type1,5145.3024
7.825,low,0.079952983,Meat,62.7826,0,medium,tier_3,supermarket_type2,1162.4868
12.6,low,0.024992442,Household,53.6614,24,small,tier_1,grocery_store,165.7842
12.1,low,0.115107028,Baking_Goods,222.0114,7,small,tier_2,supermarket_type1,3547.3824
12.6,low,0.008604657,Household,123.1756,24,medium,tier_3,supermarket_type3,1211.756
14.65,low,0.083528446,Household,162.4552,7,medium,tier_2,supermarket_type1,2274.3728
12.6,reg,0.036731658,Meat,177.237,24,medium,tier_3,supermarket_type3,4763.799
20.75,reg,0.129337594,Seafood,238.188,12,small,tier_1,supermarket_type1,5033.448
11.15,low,0.0,Others,65.0142,10,medium,tier_1,supermarket_type1,1120.5414
12.1,low,0.029827665,Soft_Drinks,144.3444,10,medium,tier_1,supermarket_type1,2612.5992
11.6,reg,0.157718931,Breakfast,168.3474,2,medium,tier_2,supermarket_type1,4548.0798
17.6,low,0.008046275,Dairy,173.7422,2,medium,tier_2,supermarket_type1,5863.0348
12.6,low,0.068753558,Household,127.9678,24,small,tier_1,grocery_store,254.3356
12.6,low,0.013199737,Canned,108.9254,24,medium,tier_3,supermarket_type3,2713.135
10.65,low,0.023971463,Fruits_and_Vegetables,54.0272,12,small,tier_1,supermarket_type1,447.4176
18.35,reg,0.09468096,Fruits_and_Vegetables,86.2882,0,medium,tier_3,supermarket_type2,1631.8758
7.35,reg,0.014394261,Fruits_and_Vegetables,241.3512,7,medium,tier_2,supermarket_type1,5331.7264
18.2,low,0.049396364,Fruits_and_Vegetables,146.4734,10,medium,tier_1,supermarket_type1,3563.3616
8.39,reg,0.024243294,Frozen_Foods,116.0176,10,medium,tier_1,supermarket_type1,1603.2464
14.3,low,0.122469209,Dairy,121.973,22,high,tier_3,supermarket_type1,2709.806
10.195,reg,0.017730951,Starchy_Foods,239.8538,2,high,tier_2,supermarket_type1,4086.0146
14.15,low,0.035016754,Snack_Foods,245.3828,0,medium,tier_3,supermarket_type2,1705.7796
16.2,low,0.019417732,Soft_Drinks,153.7972,7,medium,tier_2,supermarket_type1,1402.1748
12.6,low,0.066358426,Household,195.2478,24,medium,tier_3,supermarket_type3,6501.8699
12.65,low,0.105265475,Soft_Drinks,159.9578,11,medium,tier_3,grocery_store,962.7468
12.6,low,0.038736754,Soft_Drinks,37.319,24,medium,tier_3,supermarket_type3,1281.665
10.895,low,0.044991876,Frozen_Foods,107.228,11,medium,tier_3,grocery_store,426.112
5.735,low,0.05696122,Fruits_and_Vegetables,176.337,12,small,tier_1,supermarket_type1,1764.37
17.85,low,0.147255604,Breads,93.7436,2,small,tier_2,supermarket_type1,1701.7848
5.82,reg,0.077319079,Fruits_and_Vegetables,255.433,12,small,tier_1,supermarket_type1,4357.661
10.0,low,0.089135671,Health_and_Hygiene,146.9102,5,small,tier_2,supermarket_type1,3207.8244
17.6,reg,0.041373331,Snack_Foods,38.119,5,small,tier_2,supermarket_type1,732.38
12.6,low,0.04403602,Hard_Drinks,173.308,24,medium,tier_3,supermarket_type3,6501.8699
10.1,low,0.027041859,Meat,77.567,22,high,tier_3,supermarket_type1,306.268
12.6,reg,0.056782237,Fruits_and_Vegetables,241.2512,24,medium,tier_3,supermarket_type3,6501.8699
17.6,reg,0.03922186,Snack_Foods,97.241,12,small,tier_1,supermarket_type1,193.082
8.645,low,0.021581922,Canned,53.3982,5,small,tier_2,supermarket_type1,1209.7586
19.5,low,0.128206001,Breads,155.9314,12,small,tier_1,supermarket_type1,3878.285
7.68,low,0.071301323,Fruits_and_Vegetables,190.8162,2,small,tier_2,supermarket_type1,2693.8268
15.7,low,0.030765898,Hard_Drinks,43.277,7,small,tier_2,supermarket_type1,649.155
5.405,reg,0.053730029,Canned,199.0742,7,small,tier_2,supermarket_type1,4777.7808
20.85,reg,0.062350672,Baking_Goods,86.9514,7,small,tier_2,supermarket_type1,1416.8224
7.39,low,0.068163102,Health_and_Hygiene,140.4812,2,small,tier_2,supermarket_type1,2422.1804
6.465,low,0.0,Canned,263.1884,0,medium,tier_3,supermarket_type2,2914.8724
18.25,low,0.015309885,Snack_Foods,197.6084,7,medium,tier_2,supermarket_type1,2380.9008
12.6,reg,0.106538757,Dairy,222.3772,24,medium,tier_3,supermarket_type3,1556.6404
12.6,low,0.061999648,Baking_Goods,230.001,24,small,tier_1,grocery_store,689.103
10.195,low,0.051618281,Breads,31.9558,22,high,tier_3,supermarket_type1,373.5138
15.1,low,0.076505799,Baking_Goods,91.583,2,high,tier_2,supermarket_type1,539.298
13.65,reg,0.013091186,Fruits_and_Vegetables,114.8834,0,medium,tier_3,supermarket_type2,1612.5676
12.6,low,0.022074764,Snack_Foods,141.418,24,small,tier_1,grocery_store,559.272
12.6,low,0.079146113,Frozen_Foods,181.466,24,small,tier_1,grocery_store,179.766
5.985,low,0.096337184,Frozen_Foods,125.2678,2,small,tier_2,supermarket_type1,763.0068
9.5,low,0.142425145,Hard_Drinks,189.9872,11,small,tier_3,grocery_store,756.3488
11.15,low,0.0,Dairy,44.7744,7,small,tier_2,supermarket_type1,181.0976
12.6,low,0.041663111,Health_and_Hygiene,188.6214,24,medium,tier_3,supermarket_type3,6029.4848
18.0,low,0.019386234,Health_and_Hygiene,126.8994,12,small,tier_1,supermarket_type1,3083.9856
12.6,low,0.135226962,Health_and_Hygiene,56.293,24,small,tier_1,grocery_store,113.186
16.2,low,0.0,Soft_Drinks,73.4696,22,high,tier_3,supermarket_type1,2087.9488
13.15,low,0.036729122,Frozen_Foods,179.7976,10,medium,tier_1,supermarket_type1,2535.3664
20.6,low,0.045380404,Health_and_Hygiene,148.4392,22,high,tier_3,supermarket_type1,1789.6704
11.395,reg,0.069587171,Meat,234.6616,12,small,tier_1,supermarket_type1,4687.232
6.78,reg,0.08573655,Fruits_and_Vegetables,229.5694,22,high,tier_3,supermarket_type1,3425.541
8.84,reg,0.076681143,Frozen_Foods,110.7228,10,medium,tier_1,supermarket_type1,1657.842
16.7,low,0.102055777,Canned,184.0292,12,small,tier_1,supermarket_type1,3101.2964
13.3,reg,0.071856726,Fruits_and_Vegetables,63.2536,2,small,tier_2,supermarket_type1,1347.5792
12.6,reg,0.063054947,Frozen_Foods,102.399,2,small,tier_2,supermarket_type1,2270.378
7.6,reg,0.142383847,Starchy_Foods,172.3448,5,small,tier_2,supermarket_type1,2556.672
12.6,reg,0.03150851,Baking_Goods,170.5764,22,high,tier_3,supermarket_type1,3779.0808
6.67,reg,0.123620492,Snack_Foods,90.0514,10,medium,tier_1,supermarket_type1,1505.3738
10.695,low,0.06375108,Household,36.7848,5,small,tier_2,supermarket_type1,782.9808
12.6,low,0.04461205,Dairy,241.1538,24,small,tier_1,grocery_store,480.7076
16.6,low,0.122204371,Fruits_and_Vegetables,173.5738,5,small,tier_2,supermarket_type1,1911.5118
10.0,reg,0.037764307,Snack_Foods,127.2994,12,small,tier_1,supermarket_type1,642.497
19.1,low,0.092437711,Others,185.2608,2,small,tier_2,supermarket_type1,1470.0864
17.6,low,0.137807013,Health_and_Hygiene,161.792,11,small,tier_3,grocery_store,159.792
19.5,reg,0.077292302,Soft_Drinks,235.3958,10,medium,tier_1,supermarket_type1,6309.7866
10.1,reg,0.045763062,Snack_Foods,38.4848,10,medium,tier_1,supermarket_type1,633.8416
8.6,low,0.090558833,Household,112.6176,0,medium,tier_3,supermarket_type2,3091.9752
19.7,low,0.041703666,Frozen_Foods,109.1912,22,high,tier_3,supermarket_type1,1637.868
15.35,low,0.014098693,Frozen_Foods,37.219,2,high,tier_2,supermarket_type1,805.618
5.26,reg,0.042008667,Baking_Goods,162.6868,2,high,tier_2,supermarket_type1,3767.0964
9.8,low,0.106933748,Fruits_and_Vegetables,175.337,7,high,tier_2,supermarket_type1,529.311
16.5,low,0.012663476,Health_and_Hygiene,39.3506,7,high,tier_2,supermarket_type1,645.1602
10.5,low,0.041387618,Fruits_and_Vegetables,40.1164,5,small,tier_2,supermarket_type1,849.5608
13.1,low,0.012148836,Others,191.353,0,medium,tier_3,supermarket_type2,1328.271
12.6,reg,0.005935001,Snack_Foods,98.8358,24,medium,tier_3,supermarket_type3,2010.716
9.3,reg,0.014047825,Snack_Foods,196.5084,7,medium,tier_2,supermarket_type1,4364.9848
14.3,low,0.026375082,Frozen_Foods,79.6302,7,medium,tier_2,supermarket_type1,792.302
12.6,low,0.0,Fruits_and_Vegetables,55.7298,24,medium,tier_3,supermarket_type3,2804.3496
10.8,low,0.052174319,Soft_Drinks,240.3564,7,medium,tier_2,supermarket_type1,4290.4152
12.6,reg,0.0,Baking_Goods,38.1848,24,small,tier_1,grocery_store,37.2848
12.85,low,0.137786856,Snack_Foods,157.763,0,medium,tier_3,supermarket_type2,2659.871
6.78,low,0.066608487,Fruits_and_Vegetables,184.624,5,small,tier_2,supermarket_type1,5406.296
9.195,reg,0.064002068,Frozen_Foods,85.5566,5,small,tier_2,supermarket_type1,930.1226
7.905,low,0.06406438,Hard_Drinks,229.2694,12,small,tier_1,supermarket_type1,1826.9552
17.6,low,0.049345425,Snack_Foods,115.4176,2,small,tier_2,supermarket_type1,1145.176
15.7,reg,0.11521312,Canned,112.0202,2,small,tier_2,supermarket_type1,3150.5656
12.6,reg,0.0,Frozen_Foods,83.7566,24,small,tier_1,grocery_store,253.6698
19.2,low,0.099991245,Frozen_Foods,112.7886,22,high,tier_3,supermarket_type1,1779.0176
7.405,low,0.015334003,Canned,92.7146,0,medium,tier_3,supermarket_type2,1185.7898
19.5,reg,0.129170642,Soft_Drinks,233.9958,11,medium,tier_3,grocery_store,467.3916
9.195,reg,0.051908824,Baking_Goods,78.1644,2,medium,tier_2,supermarket_type1,1414.1592
11.65,low,0.131770922,Baking_Goods,151.1024,7,medium,tier_2,supermarket_type1,1518.024
21.1,low,0.028984804,Household,146.1786,22,high,tier_3,supermarket_type1,3034.0506
8.695,low,0.120211747,Household,93.2094,2,high,tier_2,supermarket_type1,666.4658
7.27,reg,0.02076385,Canned,89.0488,22,high,tier_3,supermarket_type1,181.0976
8.85,low,0.016006626,Household,105.6964,22,high,tier_3,supermarket_type1,210.3928
18.6,low,0.015766712,Snack_Foods,152.9366,5,small,tier_2,supermarket_type1,1662.5026
12.6,low,0.024536199,Household,144.6102,24,medium,tier_3,supermarket_type3,3791.0652
9.1,reg,0.008046878,Frozen_Foods,78.7618,10,medium,tier_1,supermarket_type1,402.809
7.975,low,0.014653896,Baking_Goods,82.425,10,medium,tier_1,supermarket_type1,749.025
10.0,low,0.073794811,Health_and_Hygiene,121.444,2,medium,tier_2,supermarket_type1,2516.724
6.865,low,0.056830682,Snack_Foods,214.0218,12,small,tier_1,supermarket_type1,5556.7668
16.7,reg,0.054618573,Starchy_Foods,65.5168,5,small,tier_2,supermarket_type1,1022.6688
7.285,low,0.052141447,Household,174.9054,11,small,tier_3,grocery_store,525.3162
8.43,low,0.017360867,Soft_Drinks,196.2768,7,small,tier_2,supermarket_type1,1576.6144
20.2,reg,0.195979015,Baking_Goods,194.611,11,small,tier_3,grocery_store,392.822
8.75,reg,0.074743226,Fruits_and_Vegetables,187.6556,10,medium,tier_1,supermarket_type1,5257.1568
12.6,low,0.127792701,Fruits_and_Vegetables,111.1886,24,medium,tier_3,supermarket_type3,4447.544
12.6,low,0.024358634,Health_and_Hygiene,190.4214,24,medium,tier_3,supermarket_type3,5652.642
9.695,low,0.070431235,Hard_Drinks,177.5344,5,small,tier_2,supermarket_type1,3033.3848
7.75,reg,0.082930699,Frozen_Foods,35.2558,12,small,tier_1,supermarket_type1,780.9834
19.75,low,0.041330512,Fruits_and_Vegetables,115.8466,22,high,tier_3,supermarket_type1,2474.7786
9.8,reg,0.195979015,Baking_Goods,50.8008,11,high,tier_3,grocery_store,101.2016
11.8,reg,0.057746382,Meat,152.4366,2,high,tier_2,supermarket_type1,3929.5516
9.8,reg,0.045337184,Baking_Goods,36.8874,10,medium,tier_1,supermarket_type1,564.5984
7.42,low,0.020374875,Snack_Foods,248.0092,22,high,tier_3,supermarket_type1,1245.046
20.75,low,0.035568147,Soft_Drinks,151.8024,11,high,tier_3,grocery_store,151.8024
12.6,reg,0.062797771,Frozen_Foods,103.999,10,medium,tier_1,supermarket_type1,825.592
19.75,reg,0.018096488,Frozen_Foods,179.566,0,medium,tier_3,supermarket_type2,2696.49
10.895,reg,0.009613854,Dairy,122.973,22,high,tier_3,supermarket_type1,1231.73
16.6,low,0.026645307,Frozen_Foods,53.5614,0,medium,tier_3,supermarket_type2,939.4438
6.765,reg,0.087753682,Frozen_Foods,105.3306,2,medium,tier_2,supermarket_type1,2090.612
13.1,low,0.037657459,Fruits_and_Vegetables,175.8054,7,medium,tier_2,supermarket_type1,2801.6864
12.6,low,0.041091215,Household,89.5514,24,medium,tier_3,supermarket_type3,3364.9532
6.155,reg,0.095195306,Meat,213.956,2,medium,tier_2,supermarket_type1,2343.616
10.65,low,0.048686689,Others,164.1526,12,small,tier_1,supermarket_type1,1808.9786
12.6,low,0.117091213,Snack_Foods,197.9084,24,small,tier_1,grocery_store,992.042
20.25,reg,0.022940826,Baking_Goods,241.8538,12,small,tier_1,supermarket_type1,5768.4912
20.5,low,0.119339241,Baking_Goods,106.0596,5,small,tier_2,supermarket_type1,970.7364
11.8,reg,0.014075334,Frozen_Foods,176.8344,22,high,tier_3,supermarket_type1,3568.688
15.0,low,0.046336634,Breads,120.0414,22,high,tier_3,supermarket_type1,3533.4006
13.15,low,0.036641589,Frozen_Foods,180.7976,22,high,tier_3,supermarket_type1,6157.3184
15.5,reg,0.101176316,Fruits_and_Vegetables,198.9768,0,medium,tier_3,supermarket_type2,4729.8432
12.6,low,0.035737373,Fruits_and_Vegetables,260.6278,24,medium,tier_3,supermarket_type3,6501.8699
11.6,reg,0.079376029,Frozen_Foods,81.7276,2,medium,tier_2,supermarket_type1,1949.4624
14.35,reg,0.091054989,Frozen_Foods,231.8984,10,medium,tier_1,supermarket_type1,4633.968
13.15,low,0.043852434,Snack_Foods,182.695,7,medium,tier_2,supermarket_type1,4211.185
10.895,reg,0.009620042,Dairy,121.673,5,small,tier_2,supermarket_type1,1970.768
10.1,low,0.054939848,Health_and_Hygiene,199.5084,2,small,tier_2,supermarket_type1,3372.9428
18.7,low,0.014675574,Soft_Drinks,50.8324,2,small,tier_2,supermarket_type1,934.7832
12.15,low,0.14526636,Health_and_Hygiene,224.0404,10,medium,tier_1,supermarket_type1,3375.606
